"date","CPILFESL","UNRATE","Inflation","d_I","d_UNEMP","d_I_1","d_UNEMP_1","d_UNEMP_2","d_UNEMP_3","d_UNEMP_4"
1996-01-01,163.7,5.6,2.91312821568575,-0.0740260583143915,0,-0.00186027332071959,0,0.0999999999999996,-0.0999999999999996,-0.100000000000001
1996-02-01,164,5.5,2.8449661468084,-0.0681620688773421,-0.0999999999999996,-0.0740260583143915,0,0,0.0999999999999996,-0.0999999999999996
1996-03-01,164.4,5.5,2.77538627821716,-0.0695798685912408,0,-0.0681620688773421,-0.0999999999999996,0,0,0.0999999999999996
1996-04-01,164.6,5.6,2.5847592810555,-0.190626997161658,0.0999999999999996,-0.0695798685912408,0,-0.0999999999999996,0,0
1996-05-01,165,5.6,2.64062011571138,0.0558608346558742,0,-0.190626997161658,0.0999999999999996,0,-0.0999999999999996,0
1996-06-01,165.4,5.3,2.63414924066616,-0.00647087504521693,-0.3,0.0558608346558742,0,0.0999999999999996,0,-0.0999999999999996
1996-07-01,165.7,5.5,2.6293168596669,-0.00483238099926453,0.2,-0.00647087504521693,-0.3,0,0.0999999999999996,0
1996-08-01,166,5.1,2.5626783732152,-0.0666384864516978,-0.4,-0.00483238099926453,0.2,-0.3,0,0.0999999999999996
1996-09-01,166.5,5.2,2.61651677391859,0.0538384007033876,0.100000000000001,-0.0666384864516978,-0.4,0.2,-0.3,0
1996-10-01,166.8,5.2,2.48874756996544,-0.127769203953143,0,0.0538384007033876,0.100000000000001,-0.4,0.2,-0.3
1996-11-01,167.2,5.4,2.54404998438389,0.0553024144184455,0.2,-0.127769203953143,0,0.100000000000001,-0.4,0.2
1996-12-01,167.4,5.4,2.60226484284072,0.0582148584568287,0,0.0553024144184455,0.2,0,0.100000000000001,-0.4
1997-01-01,167.8,5.3,2.47373096560173,-0.12853387723899,-0.100000000000001,0.0582148584568287,0,0.2,0,0.100000000000001
1997-02-01,168.1,5.2,2.46926125903713,-0.00446970656460266,-0.0999999999999996,-0.12853387723899,-0.100000000000001,0,0.2,0
1997-03-01,168.4,5.2,2.40396191861461,-0.06529934042252,0,-0.00446970656460266,-0.0999999999999996,-0.100000000000001,0,0.2
1997-04-01,168.9,5.1,2.57885355707854,0.174891638463937,-0.100000000000001,-0.06529934042252,0,-0.0999999999999996,-0.100000000000001,0
1997-05-01,169.2,4.9,2.51359732715422,-0.0652562299243264,-0.199999999999999,0.174891638463937,-0.100000000000001,0,-0.0999999999999996,-0.100000000000001
1997-06-01,169.4,5,2.38959996283636,-0.123997364317852,0.0999999999999996,-0.0652562299243264,-0.199999999999999,-0.100000000000001,0,-0.0999999999999996
1997-07-01,169.7,4.9,2.38532478076632,-0.00427518207004596,-0.0999999999999996,-0.123997364317852,0.0999999999999996,-0.199999999999999,-0.100000000000001,0
1997-08-01,169.8,4.8,2.26334855207035,-0.121976228695964,-0.100000000000001,-0.00427518207004596,-0.0999999999999996,0.0999999999999996,-0.199999999999999,-0.100000000000001
1997-09-01,170.2,4.9,2.19789067187754,-0.0654578801928096,0.100000000000001,-0.121976228695964,-0.100000000000001,-0.0999999999999996,0.0999999999999996,-0.199999999999999
1997-10-01,170.6,4.7,2.25261451329324,0.0547238414156936,-0.2,-0.0654578801928096,0.100000000000001,-0.100000000000001,-0.0999999999999996,0.0999999999999996
1997-11-01,170.8,4.6,2.13025807038685,-0.122356442906391,-0.100000000000001,0.0547238414156936,-0.2,0.100000000000001,-0.100000000000001,-0.0999999999999996
1997-12-01,171.2,4.7,2.24463056522666,0.114372494839809,0.100000000000001,-0.122356442906391,-0.100000000000001,-0.2,0.100000000000001,-0.100000000000001
1998-01-01,171.6,4.6,2.23933930207556,-0.00529126315109707,-0.100000000000001,0.114372494839809,0.100000000000001,-0.100000000000001,-0.2,0.100000000000001
1998-02-01,171.9,4.6,2.2353871974234,-0.00395210465216067,0,-0.00529126315109707,-0.100000000000001,0.100000000000001,-0.100000000000001,-0.2
1998-03-01,172.2,4.7,2.2314490185404,-0.00393817888300063,0.100000000000001,-0.00395210465216067,0,-0.100000000000001,0.100000000000001,-0.100000000000001
1998-04-01,172.5,4.3,2.10904126576601,-0.122407752774389,-0.4,-0.00393817888300063,0.100000000000001,0,-0.100000000000001,0.100000000000001
1998-05-01,172.9,4.4,2.16319455171226,0.0541532859462457,0.100000000000001,-0.122407752774389,-0.4,0.100000000000001,0,-0.100000000000001
1998-06-01,173.2,4.5,2.21842139103803,0.0552268393257727,0.0999999999999996,0.0541532859462457,0.100000000000001,-0.4,0.100000000000001,0
1998-07-01,173.5,4.5,2.21454271467332,-0.00387867636471029,0,0.0552268393257727,0.0999999999999996,0.100000000000001,-0.4,0.100000000000001
1998-08-01,174,4.5,2.44340253372819,0.228859819054872,0,-0.00387867636471029,0,0.0999999999999996,0.100000000000001,-0.4
1998-09-01,174.2,4.6,2.32298482791284,-0.120417705815345,0.0999999999999996,0.228859819054872,0,0,0.0999999999999996,0.100000000000001
1998-10-01,174.4,4.5,2.20298764173004,-0.119997186182808,-0.0999999999999996,-0.120417705815345,0.0999999999999996,0,0,0.0999999999999996
1998-11-01,174.8,4.4,2.31491818669651,0.111930544966476,-0.0999999999999996,-0.119997186182808,-0.0999999999999996,0.0999999999999996,0,0
1998-12-01,175.4,4.4,2.4236616230441,0.108743436347591,0,0.111930544966476,-0.0999999999999996,-0.0999999999999996,0.0999999999999996,0
1999-01-01,175.6,4.3,2.30424941471545,-0.119412208328651,-0.100000000000001,0.108743436347591,0,-0.0999999999999996,-0.0999999999999996,0.0999999999999996
1999-02-01,175.6,4.4,2.12957688122124,-0.174672533494213,0.100000000000001,-0.119412208328651,-0.100000000000001,0,-0.0999999999999996,-0.0999999999999996
1999-03-01,175.7,4.2,2.0121403199421,-0.117436561279138,-0.2,-0.174672533494213,0.100000000000001,-0.100000000000001,0,-0.0999999999999996
1999-04-01,176.3,4.3,2.17898529324101,0.166844973298907,0.0999999999999996,-0.117436561279138,-0.2,0.100000000000001,-0.100000000000001,0
1999-05-01,176.5,4.2,2.06074836841061,-0.118236924830395,-0.0999999999999996,0.166844973298907,0.0999999999999996,-0.2,0.100000000000001,-0.100000000000001
1999-06-01,176.6,4.3,1.94402920415246,-0.11671916425815,0.0999999999999996,-0.118236924830395,-0.0999999999999996,0.0999999999999996,-0.2,0.100000000000001
1999-07-01,177.1,4.3,2.0536945401874,0.109665336034936,0,-0.11671916425815,0.0999999999999996,-0.0999999999999996,0.0999999999999996,-0.2
1999-08-01,177.3,4.2,1.87879138656335,-0.174903153624051,-0.0999999999999996,0.109665336034936,0,0.0999999999999996,-0.0999999999999996,0.0999999999999996
1999-09-01,177.8,4.2,2.04552586614017,0.166734479576824,0,-0.174903153624051,-0.0999999999999996,0,0.0999999999999996,-0.0999999999999996
1999-10-01,178.1,4.1,2.09936788207372,0.0538420159335473,-0.100000000000001,0.166734479576824,0,-0.0999999999999996,0,0.0999999999999996
1999-11-01,178.4,4.1,2.03857569244743,-0.0607921896262908,0,0.0538420159335473,-0.100000000000001,0,-0.0999999999999996,0
1999-12-01,178.7,4,1.86393422273001,-0.174641469717418,-0.0999999999999996,-0.0607921896262908,0,-0.100000000000001,0,-0.0999999999999996
2000-01-01,179.3,4,2.08516994100707,0.221235718277057,0,-0.174641469717418,-0.0999999999999996,0,-0.100000000000001,0
2000-02-01,179.4,4.1,2.14092684236791,0.0557569013608372,0.0999999999999996,0.221235718277057,0,-0.0999999999999996,0,-0.100000000000001
2000-03-01,180,4,2.41788556971594,0.276958727348031,-0.0999999999999996,0.0557569013608372,0.0999999999999996,0,-0.0999999999999996,0
2000-04-01,180.3,3.8,2.24350408054468,-0.17438148917126,-0.2,0.276958727348031,-0.0999999999999996,0.0999999999999996,0,-0.0999999999999996
2000-05-01,180.7,4,2.35173212248316,0.108228041938485,0.2,-0.17438148917126,-0.2,-0.0999999999999996,0.0999999999999996,0
2000-06-01,181.1,4,2.51620767195089,0.164475549467724,0,0.108228041938485,0.2,-0.2,-0.0999999999999996,0.0999999999999996
2000-07-01,181.5,4,2.45411089161172,-0.0620967803391714,0,0.164475549467724,0,0.2,-0.2,-0.0999999999999996
2000-08-01,181.9,4.1,2.56138724439143,0.107276352779717,0.0999999999999996,-0.0620967803391714,0,0,0.2,-0.2
2000-09-01,182.3,3.9,2.49943586048129,-0.0619513839101415,-0.2,0.107276352779717,0.0999999999999996,0,0,0.2
2000-10-01,182.6,3.9,2.49527778652521,-0.00415807395608425,0,-0.0619513839101415,-0.2,0.0999999999999996,0,0
2000-11-01,183.1,3.9,2.60042315345554,0.105145366930337,0,-0.00415807395608425,0,-0.2,0.0999999999999996,0
2000-12-01,183.3,3.9,2.54157326802771,-0.0588498854278363,0,0.105145366930337,0,0,-0.2,0.0999999999999996
2001-01-01,183.9,4.2,2.53317509991886,-0.00839816810884741,0.3,-0.0588498854278363,0,0,0,-0.2
2001-02-01,184.4,4.2,2.7489361497798,0.215761049860941,0,-0.00839816810884741,0.3,0,0,0
2001-03-01,184.7,4.3,2.57760363149835,-0.171332518281453,0.0999999999999996,0.215761049860941,0,0.3,0,0
2001-04-01,185.1,4.4,2.62740893701805,0.0498053055197012,0.100000000000001,-0.171332518281453,0.0999999999999996,0,0.3,0
2001-05-01,185.3,4.3,2.51379356931309,-0.113615367704956,-0.100000000000001,0.0498053055197012,0.100000000000001,0.0999999999999996,0,0.3
2001-06-01,186,4.5,2.66973088238336,0.155937313070265,0.2,-0.113615367704956,-0.100000000000001,0.100000000000001,0.0999999999999996,0
2001-07-01,186.4,4.6,2.66392485465854,-0.00580602772481953,0.0999999999999996,0.155937313070265,0.2,-0.100000000000001,0.100000000000001,0.0999999999999996
2001-08-01,186.7,4.9,2.60459650235996,-0.0593283522985821,0.300000000000001,-0.00580602772481953,0.0999999999999996,0.2,-0.100000000000001,0.100000000000001
2001-09-01,187.1,5,2.59895515954272,-0.00564134281724193,0.0999999999999996,-0.0593283522985821,0.300000000000001,0.0999999999999996,0.2,-0.100000000000001
2001-10-01,187.4,5.3,2.59474016434531,-0.00421499519740465,0.3,-0.00564134281724193,0.0999999999999996,0.300000000000001,0.0999999999999996,0.2
2001-11-01,188.1,5.5,2.69412846265205,0.0993882983067351,0.2,-0.00421499519740465,0.3,0.0999999999999996,0.300000000000001,0.0999999999999996
2001-12-01,188.4,5.7,2.74432072966029,0.0501922670082422,0.2,0.0993882983067351,0.2,0.3,0.0999999999999996,0.300000000000001
2002-01-01,188.7,5.7,2.57663207642285,-0.167688653237441,0,0.0501922670082422,0.2,0.2,0.3,0.0999999999999996
2002-02-01,189.1,5.7,2.51686645419182,-0.0597656222310228,0,-0.167688653237441,0,0.2,0.2,0.3
2002-03-01,189.2,5.7,2.40717694125836,-0.109689512933464,0,-0.0597656222310228,0,0,0.2,0.2
2002-04-01,189.7,5.9,2.45476573615164,0.0475887948932829,0.2,-0.109689512933464,0,0,0,0.2
2002-05-01,190,5.8,2.50479388691724,0.050028150765602,-0.100000000000001,0.0475887948932829,0.2,0,0,0
2002-06-01,190.2,5.8,2.23294763980881,-0.271846247108432,0,0.050028150765602,-0.100000000000001,0.2,0,0
