rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
1	800	3.7457703e-07	0.027872628	0.0029696393	0.032113959	0.002970932	1	1	0	1	0	1	0	1	0.87917762	0.29382617	0.099811994	0.047013698	0.33371815	1.0527488
2	800	2.1487315e-06	0.011552836	0.0036031462	0.011664475	0.0036140544	1	1	1	1	1	1	1	0	0.95849443	0.28608265	0.12144255	0.033501722	0.62354887	1.0464705
3	800	2.8748971e-06	0.011046317	0.0026605105	0.012020468	0.0024623535	1	1	1	1	1	1	1	1	0.92325702	0.25116462	0.2264908	0.040057247	0.6132671	1.0101155
4	800	6.5298041e-08	0.022066233	0.0023116741	0.024073585	0.002766817	1	1	1	1	1	1	1	0	0.99584101	0.33455031	0.1289684	0.040268386	0.63134064	1.0398484
5	800	1.1689084e-07	0.01645849	0.003856231	0.016193604	0.0036474001	1	1	1	1	1	1	1	1	1.0292883	0.30272403	0.11459611	0.046437001	0.543263	1.0841768
6	800	6.5298041e-08	0.049817671	0.0024754678	0.055184079	0.0025305049	1	1	1	1	1	0	1	1	1.002535	0.30024868	0.1760678	0.051849804	0.41559326	0.99451565
7	800	1.522998e-08	0.084761662	0.0079796398	0.084014943	0.007805921	1	1	1	1	1	1	0	0	1.0667161	0.31554351	0.15412148	0.054142527	0.7158765	0.95259404
8	800	2.0924776e-07	0.030223903	0.0022451116	0.030358982	0.0026114974	0	1	1	1	1	1	1	0	0.87138743	0.29095024	0.11793239	0.039646964	0.66797319	1.0423909
9	800	1.2003332e-06	0.030496289	0.0045071063	0.035135185	0.0044000652	1	1	1	1	1	1	1	0	0.89511306	0.27923186	0.1448758	0.045023789	0.30630261	1.0573433
10	800	6.7053504e-07	0.012092853	0.0019556995	0.01616527	0.0022840359	1	1	1	1	1	1	0	1	0.80630995	0.26737197	0.12853968	0.036533819	0.60084207	1.0559792
11	800	1.1689084e-07	0.022939433	0.0038896056	0.032682579	0.0034957367	1	1	1	1	1	0	1	1	0.93835373	0.33202712	0.15670408	0.048282321	0.6346892	0.99205099
12	800	1.563942e-07	0.041529939	0.0042166699	0.040571759	0.0041961833	1	0	1	1	1	1	1	1	0.93328804	0.30744041	0.15202531	0.033177387	0.70250049	1.0481477
13	800	6.5298041e-08	0.013362579	0.0051598703	0.016386816	0.0050458697	1	0	1	1	1	0	0	0	0.95932814	0.29351365	0.13685214	0.035489356	0.48454303	1.0248949
14	800	6.5298041e-08	0.0099533683	0.0021203096	0.012368367	0.0025580237	1	1	1	1	1	1	1	1	1.0850501	0.34364304	0.12235874	0.093025698	0.52947175	0.92413657
15	800	1.1689084e-07	0.039274078	0.0022237146	0.03806063	0.002158051	1	1	1	1	1	1	1	1	0.98822804	0.31685742	0.1125023	0.037279794	0.62288934	1.0568856
16	800	1.6491619e-05	0.018792423	0.0023821052	0.023356821	0.003469175	1	1	1	1	1	1	1	0	0.99278507	0.349552	0.13950835	0.063884662	0.34191684	0.95858859
17	800	6.8856161e-06	0.024631179	0.0022661848	0.022420273	0.0028557249	1	0	1	1	1	1	1	1	0.76818739	0.25284428	0.11119386	0.035052391	0.48507878	1.0401239
18	800	1.6059868e-06	0.010879586	0.00075754837	0.011027361	0.00084878371	1	1	1	1	1	1	1	1	0.78648497	0.29780755	0.18922172	0.052294449	0.68915477	1.0459233
19	800	4.8804514e-08	0.050098416	0.0039966406	0.049031264	0.0037179607	1	0	1	0	1	1	1	1	0.98389388	0.3032784	0.15781549	0.037594717	0.55672144	1.0779953
20	800	6.5298041e-08	0.020186679	0.0025026908	0.027233448	0.0030826452	1	0	1	1	1	1	1	0	0.973506	0.29506106	0.18280405	0.059603821	0.33227999	1.0063808
21	800	1.6491619e-05	0.023542088	0.0012665808	0.020872313	0.0012498427	1	1	1	1	1	1	1	1	1.003002	0.28617032	0.25415196	0.059913176	0.57484878	1.0405749
22	800	6.5298041e-08	0.018254988	0.0039597774	0.019847231	0.0037530027	1	1	1	1	1	1	1	1	0.99878407	0.31243971	0.1480697	0.046093007	0.73371874	0.99463049
23	800	1.2003332e-06	0.023863396	0.002242578	0.023447664	0.0024659683	1	1	1	1	1	0	1	1	0.96263356	0.27652175	0.22376562	0.03321776	0.5278294	1.0227479
24	800	1.522998e-08	0.043318869	0.0049585984	0.041252439	0.0052406859	1	1	1	0	1	1	1	0	1.1471926	0.34682769	0.13917042	0.048300633	0.46602669	1.1277737
25	800	2.0924776e-07	0.016394422	0.0030031893	0.021437194	0.0030081391	1	1	1	1	1	0	1	0	0.89890129	0.30866884	0.14050333	0.093383249	0.7508879	0.88316386
26	800	2.0924776e-07	0.038305629	0.0023379921	0.039088815	0.0022973613	1	1	0	1	1	1	1	0	0.9616773	0.28268416	0.13910885	0.049466267	0.86752774	1.0316628
27	800	1.522998e-08	0.044630121	0.0039052758	0.038955842	0.004020709	1	1	1	1	1	1	1	1	1.183192	0.36243246	0.17034213	0.041737787	0.29508829	1.061583
28	800	4.8804514e-08	0.021241284	0.0040514583	0.019337036	0.0041217469	1	1	1	1	1	1	1	0	1.0493923	0.29564691	0.15842012	0.046571281	0.40295062	1.0213945
29	800	1.522998e-08	0.044313677	0.0055395555	0.038633052	0.0056232909	1	0	1	0	1	1	1	0	1.0906462	0.32061403	0.15597484	0.04260497	0.54741822	1.1152172
30	800	1.522998e-08	0.044029237	0.0060853675	0.040237371	0.0062301397	1	1	1	1	1	1	1	0	1.098552	0.35073892	0.14140283	0.053150567	0.39392048	1.0359991
31	800	2.7263377e-08	0.030925962	0.0046614223	0.037677142	0.0044514639	1	1	1	0	1	1	1	0	1.0757507	0.33169716	0.15576295	0.059530618	0.57449927	1.1470097
32	800	3.7457703e-07	0.021401911	0.0028393209	0.026441417	0.0029657598	1	1	1	1	1	1	1	1	0.97735096	0.32048576	0.11691186	0.039811401	0.65918382	1.0295426
33	800	1.2003332e-06	0.017561676	0.0024354855	0.015047797	0.0022697592	1	1	1	1	1	1	1	1	0.72992394	0.26041991	0.10830884	0.031366269	0.6904894	0.99284641
34	800	5.1463893e-06	0.0070622992	0.00252879	0.010254982	0.002513383	1	1	1	1	1	1	1	1	1.0936932	0.23353309	0.27860601	0.029994781	0.48928119	1.0403888
35	800	6.5298041e-08	0.035056212	0.0032122335	0.034896458	0.0032864976	1	1	0	1	1	1	0	1	0.97065395	0.29513507	0.098547929	0.031143238	0.17722988	1.0392132
36	800	6.5298041e-08	0.021515343	0.0027466107	0.023406686	0.0032580068	1	1	1	1	1	1	1	1	0.98550515	0.2991122	0.18168796	0.052625651	0.59171707	1.0052612
37	800	2.1487315e-06	0.012342992	0.0015180143	0.013603083	0.0016706402	1	1	1	1	1	0	1	0	1.1323906	0.30552129	0.1820851	0.04596977	0.51996663	0.99701156
38	800	3.647706e-08	0.040531999	0.0045972607	0.041463152	0.004835944	1	1	0	1	1	1	1	1	1.0105702	0.29582737	0.16833982	0.042117182	0.98260783	1.0624977
39	800	2.0924776e-07	0.02241003	0.0037676927	0.026148423	0.0043974769	1	1	1	1	1	1	1	0	0.90033905	0.27820215	0.16169588	0.047289032	0.58228506	0.98838057
40	800	2.8748971e-06	0.012275325	0.002107946	0.011569604	0.0023134546	1	1	1	1	1	1	1	1	0.73956899	0.25847548	0.13307639	0.051657861	0.54427105	1.022761
41	800	1.522998e-08	0.054645659	0.0045943372	0.050342932	0.0043818058	1	1	0	1	1	1	1	0	1.1471735	0.34287868	0.19626737	0.04047333	0.97270062	0.97223086
42	800	2.0376965e-08	0.039466738	0.0036256401	0.036897127	0.0038730509	1	1	1	1	1	1	1	1	1.0824331	0.35013604	0.14173216	0.037010127	0.67422136	0.9897033
43	800	1.522998e-08	0.0493964	0.0054867351	0.051412202	0.0053407842	1	1	1	1	1	1	1	0	1.2205118	0.38122799	0.16454889	0.052006853	0.66478714	0.96026846
44	800	2.0924776e-07	0.011986906	0.0032114874	0.016239778	0.0032924197	1	0	1	1	1	0	1	1	0.92133894	0.30663255	0.2089806	0.044718926	0.66271131	1.0558979
45	800	2.8748971e-06	0.011010759	0.002326804	0.012528975	0.0025681471	1	1	1	1	1	1	1	1	0.78321533	0.28230204	0.14611862	0.036215862	0.59743314	1.0343455
46	800	1.522998e-08	0.1505322	0.0088246428	0.14081962	0.0081615981	1	0	0	1	1	1	0	0	1.1543251	0.35549487	0.21972524	0.039240003	-0.093959392	0.99962236
47	800	3.8464711e-06	0.0045168408	0.0015023729	0.0044765594	0.0015181513	1	1	1	1	1	1	1	1	0.93799962	0.23629807	0.16281752	0.065355899	0.56639895	1.0476735
48	800	4.8804514e-08	0.020678146	0.0037192467	0.027629989	0.0037986382	1	1	1	1	1	1	1	0	1.0272786	0.2994372	0.12664339	0.033560395	0.59266216	1.0332998
49	800	3.647706e-08	0.027328674	0.0032480639	0.027358185	0.0032054763	1	1	1	1	1	1	1	1	0.95178567	0.32951677	0.15037778	0.05110632	0.55390546	1.0365505
50	800	8.9714294e-07	0.0049448994	0.0021144073	0.0065373793	0.002171207	1	1	1	1	1	1	1	1	0.89237853	0.34189514	0.12311238	0.065322445	0.54997623	1.028527
51	800	5.2847441e-05	0.019150456	0.0032797787	0.019500723	0.0031310945	1	1	1	1	1	1	1	1	1.043039	0.32759748	0.20221655	0.029611282	0.44982305	1.0273527
52	800	6.8856161e-06	0.0028054123	0.0019556932	0.0054245798	0.0019686041	1	1	1	1	1	1	1	1	1.0025265	0.25880765	0.093232513	0.032238402	0.64721973	1.0390396
53	800	1.522998e-08	0.036300503	0.0066509601	0.039937677	0.0064700064	1	0	1	1	1	1	1	0	1.0532088	0.3305098	0.13545144	0.039861957	0.3539703	1.0765217
54	800	5.1463893e-06	0.0092042808	0.0016973027	0.009954355	0.0016612777	1	1	1	1	1	1	1	1	0.93911496	0.26904139	0.10823141	0.03376346	0.50058869	1.010573
55	800	6.7053504e-07	0.0053933877	0.0021489449	0.0063261151	0.0022484695	1	1	1	1	1	1	1	1	0.81275206	0.29011662	0.15954796	0.042356756	0.4588672	0.99812383
