rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
1	800	1.6491619e-05	0.055854249	0.0073556995	0.050927106	0.010142673	1	1	1	1	1	1	1	1	1.4104681	0.54191129	0.2440135	0.12068481	0.37531456	0.84974581
2	800	5.2847441e-05	0.07696954	0.0035048668	0.076491148	0.0051504616	1	1	1	1	1	1	1	1	1.3753928	0.49674575	0.27980837	0.12482452	0.82824306	0.92018064
3	800	7.070728e-05	0.027218966	0.0071858989	0.0270801	0.0083598783	1	0	1	1	1	1	1	1	1.1857493	0.48931802	0.19534826	0.088914654	0.63701394	0.97366028
4	800	0.00012657399	0.013006491	0.0060525009	0.023850938	0.0073610739	1	1	1	1	1	1	1	1	1.1518268	0.40312976	0.19596529	0.065893568	0.46715945	0.9083795
5	800	0.0004056067	0.033717544	0.010200564	0.031333789	0.012216873	1	1	1	1	1	1	1	1	1.0042502	0.34909851	0.16533935	0.072120528	0.4612936	1.0515611
6	800	0.00030315515	0.068038239	0.007538625	0.075403675	0.0059518771	1	1	1	1	1	1	1	1	1.0880257	0.38545786	0.17138955	0.084020092	0.53371634	0.94487884
7	800	0.00012657399	0.032754833	0.0026460746	0.025664577	0.0052874481	1	1	1	1	1	1	1	1	1.0811794	0.46929222	0.19399843	0.090158742	0.74637549	1.0774811
8	800	0.00022658168	0.053472418	0.0033984272	0.053584199	0.0044301769	1	1	1	1	1	1	1	1	1.1342146	0.39994417	0.18227991	0.065851685	0.80386644	0.97373578
9	800	0.00012657399	0.0030044817	0.0047671566	0.0033077214	0.0047073884	1	1	1	1	1	1	1	1	1.151948	0.43307973	0.15060189	0.072842299	0.58291817	0.97855606
10	800	2.2064976e-05	0.033754165	0.0051988285	0.035416174	0.0051073543	1	1	1	1	1	1	1	1	1.3613601	0.51456274	0.26159042	0.11625348	0.49089264	0.94389025
11	800	0.00030315515	0.028248552	0.0090926565	0.037268729	0.0093296901	1	1	1	1	1	1	1	1	1.0241527	0.35686809	0.16135976	0.060930929	0.49653351	1.0237065
12	800	0.00022658168	0.013577743	0.0047157457	0.023400481	0.0037141709	1	1	1	1	1	1	1	1	1.105668	0.42205515	0.19379725	0.080658456	0.42098998	0.91754133
13	800	2.2064976e-05	0.10496825	0.0094610296	0.1091053	0.011187942	1	1	1	1	1	1	1	1	1.4613521	0.55291287	0.31034795	0.15386122	0.99168161	0.95782019
14	800	0.00022658168	0.085725838	0.0026339022	0.097547379	0.0015185973	1	1	1	1	1	1	1	1	1.1187909	0.3483417	0.20462897	0.076362064	0.77439426	0.9757102
15	800	0.0004056067	0.0081918459	0.0074603989	0.011540253	0.0069577292	1	1	1	1	1	1	1	1	0.93804903	0.34141632	0.18008203	0.070348069	0.52718233	1.0709768
16	800	0.00054268184	0.041587729	0.0066553819	0.066694583	0.0044954267	1	1	0	1	1	1	1	1	0.96589199	0.32638045	0.15937877	0.068981195	0.16854287	0.93376689
17	800	2.9521854e-05	0.017710243	0.007238694	0.028894348	0.0083847967	1	0	1	1	1	1	1	1	1.2378007	0.46623443	0.22687225	0.089231094	0.84568516	0.93292181
18	800	0.00012657399	0.090745629	0.0035380315	0.087329078	0.0042095632	1	1	1	1	0	1	1	1	1.1224189	0.4004289	0.19759071	0.11228737	0.65486651	1.0685679
19	800	7.070728e-05	0.012796586	0.0064022628	0.024250702	0.0093672691	1	1	1	1	1	1	1	1	1.3731693	0.50988413	0.21253175	0.09990722	0.64581881	1.0262617
20	800	5.2847441e-05	0.035384587	0.0042290137	0.036132075	0.003977614	1	1	1	1	1	1	1	1	1.4186993	0.46529005	0.24972003	0.1051311	0.5861313	1.0465711
21	800	0.0004056067	0.030336258	0.0058407117	0.031964602	0.0081311801	1	1	1	1	1	1	1	1	1.051981	0.37245188	0.18212545	0.051239582	0.51758298	1.0365341
22	800	5.2847441e-05	0.020016116	0.0083997323	0.022546007	0.0074213545	1	1	1	1	1	1	1	1	1.3051276	0.47900824	0.20456991	0.11056753	0.52058243	1.1148805
23	800	0.00030315515	0.031985979	0.010784435	0.024656713	0.012368556	1	1	1	1	1	1	1	1	0.97547238	0.42962005	0.17333306	0.09643523	0.65873531	0.87441695
24	800	1.6491619e-05	0.036250381	0.0023780604	0.029599309	0.0032752799	1	1	1	1	1	1	1	1	1.4644766	0.55189871	0.26438131	0.14202491	0.49431605	1.0143764
25	800	0.00016934978	0.0042022663	0.0018403439	0.0030890174	0.0020950569	1	1	1	1	1	1	1	1	1.0066484	0.40202279	0.16093867	0.090317764	0.59959671	1.0512426
26	800	0.00016934978	0.02017287	0.0045975056	0.04602146	0.0032929419	0	1	1	1	1	1	1	1	0.94421476	0.39028395	0.14498526	0.073590504	0.47807522	0.95540989
27	800	7.070728e-05	0.1212868	0.0073625478	0.1209979	0.0090707452	1	1	0	1	1	1	1	1	1.3958469	0.46658328	0.20056347	0.10249815	1.0988155	0.85520544
28	800	5.2847441e-05	0.024077226	0.010556641	0.022144074	0.010761122	1	1	1	1	1	1	1	1	1.2499229	0.44072509	0.21288375	0.10242099	0.55558506	1.1005926
29	800	0.00054268184	0.052997737	0.004717882	0.077300742	0.008218534	1	1	1	1	1	1	1	1	1.0081858	0.29125493	0.16146151	0.061284758	0.44275982	0.9195958
30	800	0.00016934978	0.0099514017	0.0050729125	0.013888225	0.0085064231	1	1	1	1	1	1	1	1	0.89127484	0.44891964	0.13798939	0.090244218	0.55625565	1.0171142
31	800	9.4602866e-05	0.063659473	0.0068904346	0.075514393	0.0080155001	1	1	1	1	1	1	1	1	1.1687106	0.43623464	0.18349136	0.081736043	0.41303618	1.0345637
32	800	0.00030315515	0.014327504	0.0060348006	0.015322207	0.0056360323	1	1	1	0	1	1	1	1	0.92162247	0.41379993	0.14789728	0.070942503	0.48464398	0.84725798
33	800	0.00097146156	0.12375564	0.0053567166	0.13030126	0.0035674882	1	1	0	1	1	1	0	1	0.77745941	0.35875735	0.14070518	0.053944648	0.94678903	0.9801879
34	800	0.00030315515	0.074641494	0.0058133544	0.055891108	0.01216845	1	1	1	1	1	1	1	1	1.1011988	0.38863999	0.18017809	0.082937003	0.74084542	1.0526756
35	800	0.00072608164	0.047227063	0.0076425395	0.052095323	0.0079588998	1	1	1	1	1	1	1	1	1.0003633	0.32228005	0.17280256	0.054920772	0.75549178	0.91710228
36	800	9.4602866e-05	0.061378114	0.0017415544	0.055283539	0.0032017754	1	1	1	1	1	1	1	1	1.2736055	0.46465015	0.24695561	0.093271953	0.4530097	1.1086754
37	800	0.00012657399	0.16106523	0.0081506723	0.16060993	0.010846307	1	1	0	0	1	1	0	1	1.0284109	0.46564386	0.19770916	0.10371034	1.1630055	1.2598715
38	800	2.9521854e-05	0.019383288	0.005182244	0.020005526	0.0071000893	1	1	1	1	1	1	1	1	1.272416	0.53408971	0.24396586	0.12271797	0.32328951	1.08215
39	800	0.00016934978	0.017765892	0.0014055325	0.017237517	0.0022297186	1	1	1	1	1	1	1	1	1.1016451	0.43895159	0.1871969	0.094424548	0.63624072	1.0763572
40	800	9.4602866e-05	0.026242744	0.0026071233	0.020206608	0.0033390672	1	1	1	1	1	1	1	1	1.1100582	0.42245836	0.22453671	0.082023013	0.72889423	0.97776891
41	800	0.00030315515	0.0088751836	0.003795711	0.016086711	0.0076691862	1	1	1	1	1	1	1	1	1.1312884	0.36891234	0.16963367	0.061904939	0.75219737	1.0477525
