rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
307	400	0.016343516	0.11183885	0.0072426849	0.1144041	0.012869859	1	1	1	1	1	1	1	1	1.3156994	0.71243764	0.23833766	0.1188719	0.84014794	1.1059529
308	400	0.0063247097	0.046123236	0.027186376	0.025587295	0.026400772	1	1	1	0	1	0	1	1	1.221061	0.77527794	0.20430401	0.15124299	0.66522486	0.67885005
309	400	0.023892822	0.1217798	0.0072577246	0.13724299	0.007986833	1	1	1	1	1	1	1	1	0.95334338	0.52019951	0.16429723	0.082726944	0.83212063	1.0071271
310	400	0.01117953	0.11853714	0.010903326	0.10288703	0.013164036	0	1	1	0	1	1	0	1	1.0225531	0.64821906	0.15416002	0.15104693	0.55907718	0.68642085
311	400	0.00432632	0.099564392	0.018835873	0.079247844	0.023948596	1	0	1	1	1	1	1	1	1.2333343	0.7196174	0.21234509	0.12830943	0.61661507	0.97976567
312	400	0.01117953	0.056556388	0.010251852	0.035915375	0.013805879	1	1	1	1	1	1	1	1	1.1548787	0.65468755	0.1566859	0.14588723	0.70766284	1.0207149
313	400	0.0035781428	0.057607784	0.025962628	0.043752623	0.029399448	1	1	1	1	1	1	1	1	1.3638123	0.79929697	0.27462122	0.21235721	0.66468142	0.79110073
314	400	0.0092461845	0.04795546	0.017365289	0.059277666	0.02183683	1	1	0	1	1	0	1	1	1.2835607	0.72213456	0.22075831	0.11663067	0.079872204	0.97210832
315	400	0.0092461845	0.071936397	0.016916546	0.087481577	0.013792681	1	1	1	1	1	1	1	1	1.2331165	0.72662264	0.22285797	0.15271673	0.18837044	0.99422805
316	400	0.013517131	0.053070106	0.011522941	0.084442434	0.014457244	1	1	1	1	0	1	0	1	1.1575527	0.68030406	0.17452776	0.13341773	0.56818298	1.0064566
317	400	0.01117953	0.021820196	0.014522304	0.020364155	0.01768465	1	1	1	0	1	1	1	1	1.2487475	0.64963968	0.15625499	0.11567698	0.49768987	1.3186906
318	400	0.013517131	0.036936308	0.0046892759	0.049655126	0.0068821068	1	1	1	1	1	1	1	1	1.0518558	0.62103424	0.17146656	0.12551038	0.37618226	1.0597832
319	400	0.0029593524	0.094379242	0.0079632157	0.084994943	0.012416331	1	1	1	1	1	1	1	0	1.4328058	0.78027305	0.23181799	0.16961488	0.46599471	1.0537209
320	400	0.0076471846	0.087358009	0.023575721	0.10203867	0.030131824	1	1	1	1	1	1	1	0	1.2674112	0.68586966	0.23685021	0.15449171	0.60173169	0.84775208
321	400	0.01117953	0.051231278	0.0042669641	0.03170471	0.0056116935	1	1	1	1	1	1	1	1	1.1616235	0.62778707	0.2359917	0.12823356	0.5784887	0.85323474
322	400	0.0076471846	0.037848414	0.012219618	0.032167262	0.01820572	1	1	1	1	1	1	1	1	1.2675608	0.75877938	0.22138082	0.16630322	0.32671652	1.1509481
323	400	0.0076471846	0.023828401	0.0062830658	0.023392766	0.014629356	1	1	1	1	1	1	1	1	1.3161596	0.65805049	0.19077354	0.11017344	0.36793911	1.0293536
324	400	0.0052309386	0.039543831	0.0048286496	0.035328928	0.0050954534	1	1	1	1	1	1	1	1	1.294169	0.69496579	0.29058613	0.13032245	0.60758643	1.0658711
325	400	0.0092461845	0.049351454	0.0071109634	0.049334942	0.0092249154	1	1	1	1	0	1	1	1	1.1936708	0.62018826	0.17727766	0.11310251	0.5478288	0.86598745
